Entidad,Sexo,Puesto,minutos_app,total_encuestas,total_asist,Fecha
Oaxaca,Hombre,Médica/o,0.0,0,0,2024-07-15
Oaxaca,Hombre,Médica/o,0.0,0,0,2024-07-15
Oaxaca,Mujer,Odontóloga/o,260.7,0,3,2024-07-15
Campeche,Hombre,Médica/o residente,1068.1,0,9,2024-07-15
Oaxaca,Sin dato,Pasante,11.7,7,3,2024-07-15
Sonora,Hombre,Administrativa/o,104.4,0,8,2024-07-15
Querétaro,Hombre,Pasante,0.0,0,5,2024-07-15
Nuevo León,Hombre,"Coordinador/a, Responsable O Supervisión De Área",598.5,0,9,2024-07-15
Oaxaca,Hombre,Administrativa/o,752.5,0,9,2024-07-15
Nuevo León,Hombre,Administrativa/o,0.0,0,1,2024-07-15
Coahuila,Sin dato,Administrativa/o,619.0,7,9,2024-07-15
Coahuila,Sin dato,Sin dato,364.5,0,8,2024-07-15
Oaxaca,Mujer,Volunaria/o,1214.4,0,9,2024-07-15
Nuevo León,Sin dato,Promotor/a en salud,0.0,6,2,2024-07-15
Nuevo León,Sin dato,Psicóloga/o,672.3,7,9,2024-07-15
Sonora,Hombre,Médica/o residente,46.7,0,0,2024-07-15
Coahuila,Sin dato,Sin dato,332.0,0,7,2024-07-15
Campeche,Sin dato,Enfermera/o,535.2,7,9,2024-07-15
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-07-15
Campeche,Sin dato,"Coordinador/a, responsable o supervisión de área",533.1,7,9,2024-07-15
Sonora,Sin dato,Enfermera/o,0.0,6,0,2024-07-15
Sonora,Mujer,Química/o,597.7,0,9,2024-07-15
Sonora,Mujer,Médica/o residente,130.9,0,6,2024-07-15
Sonora,Mujer,Trabajador/a social,695.6,0,9,2024-07-15
Sonora,Mujer,Médica/o residente,547.7,0,9,2024-07-15
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-15
Coahuila,Hombre,"Coordinador/a, responsable o supervisión de área",711.4,0,8,2024-07-15
Oaxaca,Mujer,Enfermera/o,0.0,0,1,2024-07-15
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-07-15
Nuevo León,Mujer,Administrativa/o,66.7,0,8,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,602.5,0,8,2024-07-15
Coahuila,Sin dato,Enfermera/o,494.5,6,9,2024-07-15
Coahuila,Sin dato,Sin dato,529.8,0,9,2024-07-15
Oaxaca,Mujer,Pasante,300.0,0,8,2024-07-15
Sonora,Sin dato,Médica/o,430.8,7,8,2024-07-15
Guanajuato,Mujer,Pasante,0.0,0,0,2024-07-15
Querétaro,Mujer,Personal Directivo,0.0,0,1,2024-07-15
Sonora,Hombre,Estudiante de medicina,822.7,0,8,2024-07-15
Coahuila,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Coahuila,Sin dato,Médica/o,0.0,7,0,2024-07-15
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-15
Oaxaca,Sin dato,Enfermera/o,0.0,5,5,2024-07-15
AtentaMente,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,2,2024-07-15
Querétaro,Mujer,Técnica/o,1671.3,0,9,2024-07-15
Campeche,Sin dato,Enfermera/o,12826.2,7,9,2024-07-15
Querétaro,Mujer,Pasante,423.3,0,7,2024-07-15
Nuevo León,Hombre,Personal Directivo,331.2,0,9,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,0.0,0,0,2024-07-15
Oaxaca,Hombre,Pasante,128.5,0,7,2024-07-15
Sonora,Sin dato,Administrativa/o,1098.1,7,9,2024-07-15
SIMI,Mujer,Psicóloga/o,417.9,0,9,2024-07-15
Sonora,Sin dato,Enfermera/o,11.7,7,0,2024-07-15
Coahuila,Mujer,Médica/o,0.0,0,1,2024-07-15
Campeche,Hombre,Técnica/o,471.5,0,9,2024-07-15
Coahuila,Hombre,Técnica/o,0.0,0,0,2024-07-15
Campeche,Hombre,Administrativa/o,658.4,0,8,2024-07-15
Sonora,Mujer,Personal Directivo,618.2,0,8,2024-07-15
Sonora,Hombre,Administrativa/o,108.8,0,7,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,0.0,0,0,2024-07-15
Coahuila,Masculino,Administrativa/o,475.9,0,7,2024-07-15
AtentaMente,Hombre,Administrativa/o,776.3,0,8,2024-07-15
Sonora,Mujer,"Coordinador/a, Responsable O Supervisión De Área",444.6,0,8,2024-07-15
Oaxaca,Sin dato,Otro,145.7,7,1,2024-07-15
Querétaro,Mujer,Administrativa/o,0.4,0,4,2024-07-15
Querétaro,Mujer,Química/o,804.5,0,8,2024-07-15
Sonora,Mujer,Administrativa/o,406.1,0,9,2024-07-15
Campeche,Mujer,"Coordinador/a, responsable o supervisión de área",604.3,0,9,2024-07-15
Sonora,Mujer,Psicóloga/o,11.7,0,0,2024-07-15
Oaxaca,Sin dato,Médica/o,1664.3,7,9,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,65.7,0,6,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,0.0,0,0,2024-07-15
Campeche,Hombre,Médica/o,0.0,0,0,2024-07-15
Campeche,Hombre,Técnica/o,837.3,0,9,2024-07-15
Campeche,Sin dato,Enfermera/o,0.0,7,0,2024-07-15
Querétaro,Hombre,Médica/o,614.1,0,7,2024-07-15
Campeche,Hombre,Enfermera/o,0.0,0,0,2024-07-15
Campeche,Hombre,Administrativa/o,0.0,0,2,2024-07-15
Sonora,Mujer,Médica/o,70.6,0,1,2024-07-15
Campeche,Mujer,Administrativa/o,0.0,0,1,2024-07-15
Oaxaca,Mujer,Trabajador/a social,937.6,0,9,2024-07-15
Campeche,Sin dato,Administrativa/o,512.0,7,9,2024-07-15
Sonora,Mujer,"Coordinador/a, responsable o supervisión de área",818.4,0,9,2024-07-15
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",11.9,0,3,2024-07-15
Coahuila,Sin dato,Sin dato,60.4,0,4,2024-07-15
Sonora,Mujer,Enfermera/o,0.0,0,1,2024-07-15
Nuevo León,Mujer,Otro (Especifique),0.0,0,0,2024-07-15
Campeche,Sin dato,Administrativa/o,0.0,7,5,2024-07-15
Nuevo León,Sin dato,Enfermera/o,0.0,7,9,2024-07-15
Sonora,Mujer,Psicóloga/o,0.0,0,0,2024-07-15
Estado de México,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Oaxaca,Mujer,Psicóloga/o,313.6,0,9,2024-07-15
Nuevo León,Sin dato,Química/o,612.8,7,9,2024-07-15
AtentaMente,Mujer,Otro,0.0,0,1,2024-07-15
Campeche,Mujer,Administrativa/o,325.0,7,9,2024-07-15
Sonora,Mujer,Enfermera/o,0.0,0,3,2024-07-15
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Sonora,Mujer,Estudiante de medicina,539.4,0,8,2024-07-15
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",726.6,7,9,2024-07-15
Sonora,Mujer,"Coordinador/a, Responsable O Supervisión De Área",527.4,0,8,2024-07-15
Oaxaca,Masculino,Enfermera/o,100.0,0,7,2024-07-15
Sonora,Mujer,Enfermera/o,0.0,7,3,2024-07-15
Campeche,Mujer,Química/o,0.0,0,0,2024-07-15
Oaxaca,Sin dato,Pasante,0.0,7,0,2024-07-15
Querétaro,Hombre,Interna/o,0.0,0,0,2024-07-15
Sonora,Sin dato,Médica/o,0.0,6,1,2024-07-15
Oaxaca,Sin dato,Enfermera/o,374.4,7,8,2024-07-15
Sonora,Mujer,Docente,0.0,0,1,2024-07-15
Oaxaca,Mujer,Enfermera/o,0.0,0,3,2024-07-15
Oaxaca,Mujer,Pasante,657.5,0,9,2024-07-15
Campeche,Hombre,Administrativa/o,0.0,0,0,2024-07-15
Oaxaca,Mujer,Enfermera/o,0.0,0,2,2024-07-15
Querétaro,Sin dato,Médica/o,0.0,7,1,2024-07-15
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,7,2024-07-15
Campeche,Sin dato,"Coordinador/a, responsable o supervisión de área",921.5,7,9,2024-07-15
Oaxaca,Sin dato,Administrativa/o,1249.6,7,9,2024-07-15
Oaxaca,Mujer,Médica/o,520.0,0,9,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,11.7,0,6,2024-07-15
Sonora,Hombre,Estudiante de medicina,670.0,0,8,2024-07-15
Nuevo León,Sin dato,Personal directivo,502.5,7,9,2024-07-15
Sonora,Hombre,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-07-15
Oaxaca,Mujer,Administrativa/o,0.0,0,0,2024-07-15
Querétaro,Mujer,Pasante,0.0,0,1,2024-07-15
Oaxaca,Sin dato,Enfermera/o,596.3,7,9,2024-07-15
Sonora,Mujer,Otro (Especifique),0.0,0,0,2024-07-15
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Oaxaca,Sin dato,Pasante,0.0,7,0,2024-07-15
Querétaro,Sin dato,Enfermera/o,0.0,6,1,2024-07-15
Coahuila,Mujer,Química/o,385.0,0,9,2024-07-15
Durango,Mujer,Psicóloga/o,0.0,0,4,2024-07-15
Querétaro,Sin dato,Enfermera/o,2984.3,7,9,2024-07-15
Oaxaca,Mujer,Administrativa/o,5.8,0,2,2024-07-15
Sonora,Mujer,Administrativa/o,0.0,0,1,2024-07-15
Oaxaca,Mujer,Médica/o,844.6,0,9,2024-07-15
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",419.7,0,9,2024-07-15
Coahuila,Hombre,Interna/o,0.0,0,0,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,0.0,0,0,2024-07-15
Nuevo León,Sin dato,Enfermera/o,720.5,7,9,2024-07-15
Campeche,Mujer,Enfermera/o,54.9,0,5,2024-07-15
Querétaro,Mujer,Enfermera/o,0.0,0,1,2024-07-15
Nuevo León,Mujer,Trabajador/a social,588.0,0,8,2024-07-15
Coahuila,Mujer,Administrativa/o,960.4,0,9,2024-07-15
Oaxaca,Mujer,Médica/o,0.0,0,1,2024-07-15
Oaxaca,Mujer,Administrativa/o,11.7,0,2,2024-07-15
Campeche,Mujer,Sin dato,0.0,0,0,2024-07-15
Campeche,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,7,2024-07-15
Nuevo León,Mujer,Otro (Especifique),0.0,0,2,2024-07-15
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",941.9,0,9,2024-07-15
Nuevo León,Sin dato,Enfermera/o,1222.3,6,9,2024-07-15
Coahuila,Mujer,Enfermera/o,505.0,0,9,2024-07-15
Sonora,Mujer,Psicóloga/o,0.0,0,1,2024-07-15
Nuevo León,Hombre,Pasante,695.4,0,9,2024-07-15
Campeche,Hombre,Administrativa/o,626.4,0,9,2024-07-15
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-15
Campeche,Mujer,Promotor/a En Salud,780.0,0,9,2024-07-15
Querétaro,Hombre,Pasante,0.0,0,1,2024-07-15
Guanajuato,Mujer,"Coordinador/a, Responsable O Supervisión De Área",809.8,0,7,2024-07-15
Querétaro,Mujer,Personal Directivo,0.0,0,2,2024-07-15
Oaxaca,Mujer,Interna/o,0.0,0,0,2024-07-15
Campeche,Mujer,Administrativa/o,647.4,0,9,2024-07-15
Querétaro,Mujer,Otro (Especifique),0.0,0,4,2024-07-15
Oaxaca,Mujer,Enfermera/o,72.0,0,1,2024-07-15
Sonora,Mujer,Médica/o,267.6,0,8,2024-07-15
Campeche,Hombre,"Coordinador/a, Responsable O Supervisión De Área",325.5,0,7,2024-07-15
Sonora,Mujer,Enfermera/o,0.6,0,1,2024-07-15
Sonora,Hombre,Estudiante de medicina,561.8,0,7,2024-07-15
Sonora,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,0,2024-07-15
Campeche,Hombre,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,5,2024-07-15
Campeche,Mujer,Administrativa/o,429.7,0,9,2024-07-15
Jalisco,Mujer,Enfermera/o,878.9,0,9,2024-07-15
Sonora,Sin dato,Administrativa/o,469.6,7,9,2024-07-15
Coahuila,Mujer,Psicóloga/o,0.3,0,1,2024-07-15
Campeche,Sin dato,Enfermera/o,529.8,7,9,2024-07-15
Oaxaca,Hombre,Médica/o,0.0,0,8,2024-07-15
Sonora,Hombre,"Coordinador/a, Responsable O Supervisión De Área",987.9,0,9,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,0.0,0,3,2024-07-15
Querétaro,Hombre,Otro (Especifique),0.0,0,0,2024-07-15
Campeche,Sin dato,Enfermera/o,1700.5,7,9,2024-07-15
Oaxaca,Mujer,Médica/o,347.6,0,9,2024-07-15
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,1,2024-07-15
Querétaro,Hombre,Médica/o,0.0,0,0,2024-07-15
Oaxaca,Mujer,Médica/o residente,0.0,0,0,2024-07-15
Nuevo León,Sin dato,Personal directivo,0.0,7,4,2024-07-15
Sonora,Mujer,Médica/o,671.0,0,9,2024-07-15
Sonora,Mujer,Docente,278.5,0,7,2024-07-15
Campeche,Hombre,Química/o,137.8,0,1,2024-07-15
Sonora,Mujer,Interna/o,193.3,0,9,2024-07-15
Oaxaca,Sin dato,Administrativa/o,756.7,7,9,2024-07-15
Sonora,Mujer,Pasante,0.0,0,0,2024-07-15
Sonora,Sin dato,Médica/o,0.0,7,1,2024-07-15
Nuevo León,Mujer,Enfermera/o,0.0,0,1,2024-07-15
Oaxaca,Mujer,Enfermera/o,11.8,0,2,2024-07-15
Querétaro,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,1,2024-07-15
Coahuila,Hombre,Médica/o,0.0,0,3,2024-07-15
Oaxaca,Mujer,Pasante,65.4,0,7,2024-07-15
Nuevo León,Sin dato,Enfermera/o,597.5,7,9,2024-07-15
Querétaro,Hombre,Médica/o,0.0,0,0,2024-07-15
Sonora,Hombre,Médica/o,0.0,0,1,2024-07-15
Querétaro,Mujer,Pasante,239.6,0,9,2024-07-15
Querétaro,Sin dato,Médica/o,98.1,7,6,2024-07-15
Querétaro,Mujer,Administrativa/o,917.8,0,8,2024-07-15
Nuevo León,Mujer,Personal Directivo,1052.1,0,9,2024-07-15
Campeche,Sin dato,Otro,0.0,7,2,2024-07-15
Nuevo León,Mujer,Psicóloga/o,0.0,0,0,2024-07-15
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-15
Sonora,Mujer,Estudiante de medicina,995.0,0,9,2024-07-15
Oaxaca,Mujer,Enfermera/o,734.0,0,9,2024-07-15
Oaxaca,Mujer,Técnica/o,0.0,0,1,2024-07-15
Querétaro,Mujer,Trabajador/a social,0.0,0,1,2024-07-15
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Oaxaca,Mujer,Trabajador/a social,0.0,0,1,2024-07-15
Oaxaca,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,0,2024-07-15
Jalisco,Mujer,Enfermera/o,1155.1,0,9,2024-07-15
Oaxaca,Sin dato,Administrativa/o,14.2,5,3,2024-07-15
Sonora,Sin dato,Enfermera/o,482.8,7,7,2024-07-15
Campeche,Hombre,Médica/o,0.0,0,1,2024-07-15
Campeche,Sin dato,Enfermera/o,545.1,7,9,2024-07-15
Campeche,Hombre,Administrativa/o,338.9,0,9,2024-07-15
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Sonora,Sin dato,Enfermera/o,514.4,7,8,2024-07-15
Sonora,Mujer,"Coordinador/a, responsable o supervisión de área",395.3,0,9,2024-07-15
Sonora,Mujer,Promotor/a En Salud,310.9,0,9,2024-07-15
Coahuila,Sin dato,Sin dato,653.3,0,9,2024-07-15
Oaxaca,Mujer,Enfermera/o,2375.8,0,8,2024-07-15
Querétaro,Mujer,Administrativa/o,0.0,0,0,2024-07-15
Sonora,Sin dato,Médica/o residente,44.5,7,2,2024-07-15
Coahuila,Sin dato,Sin dato,11.8,0,8,2024-07-15
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",108.6,7,6,2024-07-15
Nuevo León,Mujer,Médica/o,0.0,0,0,2024-07-15
Sonora,Mujer,Administrativa/o,0.0,0,0,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,738.6,0,9,2024-07-15
Jalisco,Sin dato,Trabajador/a social,0.0,7,1,2024-07-15
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,3,2024-07-15
Sonora,Mujer,Docente,0.0,0,1,2024-07-15
Sonora,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-07-15
Campeche,Sin dato,"Coordinador/a, responsable o supervisión de área",309.9,7,9,2024-07-15
Oaxaca,Mujer,Enfermera/o,0.0,0,4,2024-07-15
Sonora,Prefiero No Contestar,Médica/o residente,300.0,0,9,2024-07-15
Coahuila,Sin dato,Administrativa/o,0.0,0,0,2024-07-15
Sonora,Mujer,Estudiante de medicina,268.1,0,6,2024-07-15
Oaxaca,Mujer,Enfermera/o,626.2,0,8,2024-07-15
Oaxaca,Sin dato,Pasante,5.2,7,3,2024-07-15
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-07-15
Sonora,Mujer,Médica/o,1.8,0,3,2024-07-15
Oaxaca,Hombre,Personal Directivo,0.0,0,0,2024-07-15
Coahuila,Sin dato,Enfermera/o,0.0,7,0,2024-07-15
Querétaro,Mujer,Pasante,0.0,0,0,2024-07-15
Oaxaca,Otro,Personal Directivo,797.4,0,9,2024-07-15
Oaxaca,Sin dato,Odontóloga/o,302.3,7,8,2024-07-15
Oaxaca,Mujer,Pasante,0.0,0,2,2024-07-15
Campeche,Mujer,Trabajador/a social,300.0,0,9,2024-07-15
Sonora,Hombre,Estudiante de medicina,608.9,0,9,2024-07-15
Sonora,Mujer,Enfermera/o,0.0,0,8,2024-07-15
Oaxaca,Mujer,Odontóloga/o,0.0,0,1,2024-07-15
Nuevo León,Sin dato,Química/o,446.9,6,9,2024-07-15
Oaxaca,Sin dato,Pasante,118.1,7,3,2024-07-15
Nuevo León,Hombre,Enfermera/o,0.0,0,0,2024-07-15
Oaxaca,Mujer,Administrativa/o,0.0,0,0,2024-07-15
Querétaro,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,0,2024-07-15
Campeche,Mujer,Enfermera/o,0.0,0,8,2024-07-15
Querétaro,Mujer,Enfermera/o,720.8,0,5,2024-07-15
Campeche,Sin dato,Promotor/a en salud,566.1,7,9,2024-07-15
Querétaro,Mujer,Administrativa/o,821.3,0,9,2024-07-15
Nuevo León,Sin dato,Médica/o,166.4,7,9,2024-07-15
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",579.4,0,9,2024-07-15
Oaxaca,Mujer,Enfermera/o,0.0,0,1,2024-07-15
Querétaro,Sin dato,Psicóloga/o,904.1,7,9,2024-07-15
Sonora,Mujer,Docente,524.2,0,7,2024-07-15
Querétaro,Mujer,Médica/o,777.7,0,9,2024-07-15
Jalisco,Mujer,Médica/o residente,0.1,0,1,2024-07-15
Nuevo León,Hombre,Pasante,0.0,0,0,2024-07-15
Jalisco,Mujer,"Coordinador/a, Responsable O Supervisión De Área",446.3,0,7,2024-07-15
Sonora,Sin dato,Otro,1015.0,7,9,2024-07-15
Oaxaca,Sin dato,Personal directivo,35.4,1,2,2024-07-15
Jalisco,Sin dato,Sin dato,300.0,0,8,2024-07-15
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Querétaro,Sin dato,Médica/o,827.1,7,9,2024-07-15
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-07-15
Campeche,Mujer,Enfermera/o,868.8,0,9,2024-07-15
Nuevo León,Sin dato,Enfermera/o,0.0,7,2,2024-07-15
Nuevo León,Sin dato,Enfermera/o,475.9,0,8,2024-07-15
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",647.5,7,9,2024-07-15
Campeche,Sin dato,Médica/o,463.1,7,9,2024-07-15
Oaxaca,Sin dato,Pasante,0.0,6,0,2024-07-15
Coahuila,Mujer,Otro (Especifique),0.0,0,3,2024-07-15
Oaxaca,Mujer,Pasante,47.2,0,7,2024-07-15
Querétaro,Mujer,Enfermera/o,927.2,0,9,2024-07-15
Coahuila,Sin dato,Sin dato,0.3,0,7,2024-07-15
Campeche,Sin dato,Médica/o,0.0,7,8,2024-07-15
Sonora,Sin dato,"Coordinador/a, responsable o supervisión de área",1059.9,7,8,2024-07-15
Campeche,Mujer,Trabajador/a social,960.7,0,7,2024-07-15
Jalisco,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Sonora,Hombre,Médica/o residente,661.7,0,9,2024-07-15
Sonora,Mujer,Trabajador/a social,0.0,0,0,2024-07-15
Querétaro,Mujer,Promotor/a En Salud,39.1,0,5,2024-07-15
Oaxaca,Mujer,Psicóloga/o,370.0,0,9,2024-07-15
Querétaro,Mujer,Enfermera/o,0.0,0,9,2024-07-15
Oaxaca,Hombre,Enfermera/o,1199.3,0,9,2024-07-15
Sonora,Hombre,Médica/o,0.0,0,0,2024-07-15
Oaxaca,Hombre,"Coordinador/a, Responsable O Supervisión De Área",655.0,0,7,2024-07-15
Oaxaca,Hombre,Médica/o,0.0,0,1,2024-07-15
Sonora,Mujer,Pasante,524.5,0,9,2024-07-15
Sonora,Mujer,Estudiante de medicina,507.1,0,8,2024-07-15
Guanajuato,Mujer,Médica/o residente,224.3,0,4,2024-07-15
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",54.8,0,2,2024-07-15
Sonora,Mujer,Enfermera/o,5.7,0,7,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,386.0,0,7,2024-07-15
Sonora,Mujer,Sin dato,525.9,0,9,2024-07-15
Guanajuato,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,2,2024-07-15
Coahuila,Sin dato,Enfermera/o,0.0,6,0,2024-07-15
Querétaro,Mujer,Pasante,0.0,0,5,2024-07-15
Nuevo León,Mujer,Otro (Especifique),602.5,0,9,2024-07-15
Nuevo León,Mujer,Pasante,393.1,0,7,2024-07-15
Campeche,Hombre,"Coordinador/a, Responsable O Supervisión De Área",300.0,0,8,2024-07-15
Campeche,Sin dato,Pasante,0.0,7,1,2024-07-15
Sonora,Mujer,Médica/o residente,98.9,0,9,2024-07-15
Guanajuato,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Campeche,Mujer,Administrativa/o,0.0,0,0,2024-07-15
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-15
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Oaxaca,Sin dato,Enfermera/o,714.0,7,9,2024-07-15
Coahuila,Mujer,Enfermera/o,1839.2,0,9,2024-07-15
Sonora,Mujer,Estudiante de medicina,364.8,0,8,2024-07-15
Sonora,Sin dato,Otro,367.4,7,8,2024-07-15
Campeche,Mujer,Administrativa/o,854.0,0,9,2024-07-15
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-07-15
Oaxaca,Hombre,Pasante,624.6,0,9,2024-07-15
Sonora,Hombre,Estudiante de medicina,816.0,0,9,2024-07-15
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Querétaro,Mujer,Enfermera/o,791.7,0,9,2024-07-15
Oaxaca,Mujer,Psicóloga/o,0.0,0,0,2024-07-15
Guanajuato,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Oaxaca,Mujer,Administrativa/o,0.0,0,1,2024-07-15
Campeche,Sin dato,Promotor/a en salud,507.5,7,9,2024-07-15
Oaxaca,Mujer,Enfermera/o,0.0,0,8,2024-07-15
Nuevo León,Mujer,Psicóloga/o,0.0,0,2,2024-07-15
Sonora,Mujer,"Coordinador/a, Responsable O Supervisión De Área",381.2,0,8,2024-07-15
Campeche,Mujer,Odontóloga/o,0.0,0,0,2024-07-15
Coahuila,Sin dato,Enfermera/o,0.0,7,1,2024-07-15
Coahuila,Mujer,Enfermera/o,2379.2,0,9,2024-07-15
Oaxaca,Mujer,Enfermera/o,646.2,0,9,2024-07-15
Sonora,Hombre,Enfermera/o,336.9,7,9,2024-07-15
Sonora,Mujer,Médica/o residente,0.0,0,9,2024-07-15
Sonora,Mujer,Pasante,1390.4,0,9,2024-07-15
Querétaro,Hombre,"Coordinador/a, responsable o supervisión de área",452.0,0,9,2024-07-15
Nuevo León,Hombre,Personal Directivo,300.0,0,1,2024-07-15
Oaxaca,Hombre,Psicóloga/o,568.9,0,9,2024-07-15
Sonora,Mujer,Psicóloga/o,0.0,0,0,2024-07-15
Coahuila,Hombre,"Coordinador/a, Responsable O Supervisión De Área",7.7,0,1,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,688.3,0,9,2024-07-15
Oaxaca,Sin dato,Médica/o,662.9,7,9,2024-07-15
Campeche,Hombre,Enfermera/o,0.0,0,0,2024-07-15
Guanajuato,Mujer,Enfermera/o,300.0,0,9,2024-07-15
Coahuila,Sin dato,Enfermera/o,492.6,7,8,2024-07-15
Oaxaca,Hombre,Administrativa/o,51.7,0,6,2024-07-15
Campeche,Mujer,Administrativa/o,1156.5,0,9,2024-07-15
Campeche,Mujer,Odontóloga/o,177.7,0,8,2024-07-15
Nuevo León,Sin dato,Otro,0.0,7,2,2024-07-15
Colombia,Mujer,Enfermera/o,0.0,0,3,2024-07-15
Querétaro,Mujer,Pasante,29.8,0,1,2024-07-15
Nuevo León,Mujer,Personal Directivo,617.7,0,7,2024-07-15
Campeche,Mujer,Médica/o,1459.5,0,8,2024-07-15
Nuevo León,Sin dato,Promotor/a en salud,0.0,7,3,2024-07-15
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",150.1,7,5,2024-07-15
Nuevo León,Sin dato,Personal directivo,132.0,7,9,2024-07-15
Nuevo León,Sin dato,Personal directivo,601.0,7,9,2024-07-15
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Coahuila,Sin dato,Estudiante de medicina,0.0,0,0,2024-07-15
Nuevo León,Sin dato,Administrativa/o,532.3,6,9,2024-07-15
Coahuila,Hombre,Otro (Especifique),120.4,0,4,2024-07-15
Oaxaca,Hombre,Médica/o,0.0,0,1,2024-07-15
Campeche,Hombre,Enfermera/o,0.0,0,0,2024-07-15
Oaxaca,Mujer,Médica/o,988.2,0,9,2024-07-15
Campeche,Mujer,Odontóloga/o,0.0,6,0,2024-07-15
Oaxaca,Sin dato,Pasante,0.0,7,1,2024-07-15
Coahuila,Mujer,Enfermera/o,468.5,0,8,2024-07-15
Querétaro,Mujer,Pasante,6.8,0,1,2024-07-15
Sonora,Mujer,Estudiante de medicina,276.5,0,9,2024-07-15
Oaxaca,Mujer,Pasante,0.0,0,1,2024-07-15
Nuevo León,Sin dato,Psicóloga/o,342.0,7,8,2024-07-15
Querétaro,Mujer,Médica/o,0.0,0,0,2024-07-15
Sonora,Mujer,Administrativa/o,495.2,0,9,2024-07-15
Sonora,Mujer,Administrativa/o,378.8,0,9,2024-07-15
Guanajuato,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Oaxaca,Mujer,Enfermera/o,300.5,0,9,2024-07-15
Jalisco,Hombre,Promotor/a En Salud,508.1,0,9,2024-07-15
Sonora,Sin dato,Enfermera/o,492.4,7,8,2024-07-15
Oaxaca,Mujer,Médica/o,639.8,0,9,2024-07-15
Sonora,Mujer,Estudiante de medicina,238.2,0,4,2024-07-15
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-15
Querétaro,Mujer,Otro (Especifique),17492.2,0,9,2024-07-15
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-15
Oaxaca,Sin dato,Enfermera/o,629.8,7,9,2024-07-15
